layer0_smarts,layer1_smarts,layer2_smarts,layer3_smarts,layer4_smarts
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,n+0,CH3,CH2,Cl,s,o,S,F,N+0H0,O,C,NH2,NH,N+,N+0,CH,CH0]):[#6](!=@[N+0]):[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[o,S,N+0H0,O,Cl,c,F,NH2,NH,N+,C,N+0,CH,CH0,n+0,CH3,CH2,s]):[#6](!=@[O]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,N+0H0,O,Cl,S,F,NH2,NH,N+,C,CH,CH0,n+0,CH3,CH2,s,N+0,o]):[#6](!=!:[c]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,S,O,NH2,NH,N+,N+0H0,N+0,n+0,CH3,CH2,s,o,CH,CH0,F,C]):[#6](:[s]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[F,O,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,NH2,NH,N+,C,Cl]):[#6](:[n+0]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[S,O,NH2,NH,N+,N+0H0,N+0,n+0,CH3,CH2,s,o,CH,CH0,F,C,c,Cl]):[#6](:[s]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,S,CH3,CH2,n+0,s,N+0,o,O,c,Cl,F,N+0H0,NH2,NH,N+,C]):[#6](!=!@[CH,CH0]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,s,Cl,N+0,c,o,CH,CH0,F,S,O]):[#6](!=!@[NH2,NH,N+]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,n+0,s,S,F,O,N+0H0,NH2,NH,N+,C,Cl,CH3,CH2,N+0,o,CH,CH0]):[#6](!=!@[CH,CH0]):[#6](:[c,n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0]):[#6](!=@[O]):[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,F,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,n+0,s,O,N+0,o,S]):[#6](:[n+0]):[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,S,n+0,c,Cl,F,O,NH2,NH,N+,N+0H0,C,CH3,CH2,s,N+0,o]):[#6](:[s]):[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,o,S,F,N+0H0,O,C,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,Cl,s]):[#6](!=@[N+0]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[S,N+0,o,CH,CH0,n+0,CH3,CH2,O,s,Cl,c,F,N+0H0,NH2,NH,N+,C]):[#6](!=@[C]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[O,N+0H0,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,Cl,s,c,N+0,o,F]):[#6](!=@[N+0]):[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[N+0,o,CH,CH0,c,n+0,s,Cl,S,F,O,N+0H0,NH2,NH,N+,C,CH3,CH2]):[#6](!=!@[CH,CH0]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,S,c,n+0,CH3,CH2,O,s,o,F,N+0H0,Cl,NH2,NH,N+,C,N+0]):[#6](-[F]):[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,o,c,F,O,N+0H0,C,S,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,s]):[#6](!=@[C]):[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[NH2,NH,N+,N+0,CH,CH0,F,c,n+0,CH3,CH2,Cl,s,o,S,O,N+0H0,C]):[#6](!=@[N+0]):[#6](!=!:[n+0,O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0]):[#6](!=@[S]):[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[C,CH3,CH2,n+0,s,Cl,N+0,o,c,CH,CH0,F,S,O,N+0H0,NH2,NH,N+]):[#6](!=!@[S]):[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,O,NH2,NH,N+,N+0,CH,CH0,S,c,n+0,CH3,CH2,s,o,F,N+0H0,C]):[#6](!=!@[S]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,NH2,NH,N+,N+0,CH,CH0,S,c,n+0,CH3,CH2,O,s,o,F,N+0H0,C]):[#6](!=!:[c]):[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0,Cl]):[#6](!=@[S]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[N+0H0,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,Cl,N+0,o]):[#6](!=@[C]):[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,F,O,NH2,NH,N+,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,N+0H0,C]):[#6](:[n+0]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,n+0,O,Cl,F,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,S,s,N+0,o]):[#6](:[o]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,c,n+0,Cl,o,F,S,O,NH2,NH,N+,N+0H0,C,CH3,CH2,s,N+0]):[#6](!=!@[CH3,CH2]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,S,F,O,N+0H0,NH2,NH,N+,C,Cl,n+0,N+0,o,CH,CH0,CH3,CH2,s]):[#6](-[Cl]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[S,s,Cl,c,N+0,o,NH2,NH,N+,O,n+0,CH3,CH2,F,N+0H0,C,CH,CH0]):[#6](!=!@[CH3,CH2]):[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,O,NH2,NH,N+,C,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,F,N+0H0,Cl]):[#6](!=@[S]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH3,CH2,n+0,s,N+0,o,S,CH,CH0,c,Cl,F,O,N+0H0,NH2,NH,N+,C]):[#6](-[Cl]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,Cl,N+0,c,o,CH,CH0,F,S,O,s]):[#6](!=!@[NH2,NH,N+]):[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[F,O,N+0H0,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,s,N+0,o,c,Cl]):[#6](!=!@[CH,CH0]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[s,c,N+0,o,S,CH,CH0,F,O,NH2,NH,N+,n+0,Cl,N+0H0,C,CH3,CH2]):[#6](!=!@[N+0H0]):[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,c,O,NH2,NH,N+,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,F,N+0H0,C]):[#6](!=@[O]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[N+0,o,CH,CH0,F,c,n+0,CH3,CH2,Cl,s,S,O,N+0H0,NH2,NH,N+,C]):[#6](!=!:[n+0]):[#6](!=@[O,Cl,S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,F,S,c,n+0,CH3,CH2,O,s,o,N+0H0,C,Cl,NH2,NH,N+,N+0]):[#6](-[F]):[#6](!=!@[CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[S,NH2,NH,N+,C,N+0,c,CH,CH0,n+0,CH3,CH2,O,s,Cl,o,F,N+0H0]):[#6](!=!@[NH2,NH,N+]):[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH,CH0,c,n+0,CH3,CH2,s,o,S,F,O,N+0H0,C,Cl,NH2,NH,N+,N+0]):[#6](!=@[S]):[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](:[n+0,CH3,CH2,Cl,s,c,S,O,N+0H0,NH2,NH,N+,C,N+0,o,CH,CH0,F]):[#6](!=@[N+0]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](-[Cl,S,O,NH2,NH,N+,C,N+0,CH,CH0,c,n+0,CH3,CH2,s,o,F,N+0H0]):[#6](-[F]):[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[S,c,n+0,CH3,CH2,O,s,o,F,N+0H0,C,Cl,NH2,NH,N+,N+0,CH,CH0]):[#6](!=!@[S]):[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH3,CH2,n+0,s,N+0,o,CH,CH0,F,c,Cl,S,O,NH2,NH,N+,N+0H0,C]):[#6](!=!@[N+0H0]):[#6](:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6](*):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,S,n+0,CH3,CH2,s,o,N+0H0,O,C,Cl,F,NH2,NH,N+,N+0,CH,CH0]):[#6](:[n+0]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,O,N+0,CH,CH0,N+0H0,n+0,NH2,NH,N+,CH3,CH2,C]):[#6](!=@[O]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!:[c,o,N+0,O,CH,CH0,N+0H0,n+0,NH2,NH,N+,CH3,CH2,C]):[#6](:[o]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[N+0H0,n+0,NH2,NH,N+,CH3,CH2,S,C,c,O,o,N+0,CH,CH0]):[#6](!=@[S]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH3,CH2,c,CH,CH0]):[#6](!=!:[c]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH3,CH2,C,c,CH,CH0]):[#6](:[c,C]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[O,o,N+0,c,CH,CH0,S,N+0H0,n+0,F,NH2,NH,N+,CH3,CH2,s,C,Cl]):[#6](-[Cl]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[NH2,NH,N+,CH3,CH2,n+0,C,c,O,N+0,CH,CH0,N+0H0]):[#6](!=!@[O]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[C,c,CH,CH0,N+0H0,NH2,NH,N+,CH3,CH2]):[#6](!=!@[N+0H0]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](!=!@[CH3,CH2]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[NH2,NH,N+,CH3,CH2,s,n+0,S,C,c,O,o,N+0,CH,CH0,N+0H0]):[#6](:[s]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=!@[N+0H0,n+0,c,F,S,NH2,NH,N+,CH3,CH2,s,C,o,N+0,O,CH,CH0]):[#6](-[F]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[N+0,c,CH,CH0,N+0H0,n+0,NH2,NH,N+,CH3,CH2,C]):[#6](!=@[N+0]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](:[c,CH,CH0,N+0H0,n+0,NH2,NH,N+,CH3,CH2,C]):[#6](:[n+0]):[#6]([#1]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6]([#1]):[#6](*):[#6](*):[#6]([#1]):1,"[#16:1]:1:[#6]([#1]):[#6](!=@[C,c,CH,CH0,NH2,NH,N+,CH3,CH2]):[#6](!=!@[NH2,NH,N+]):[#6]([#1]):1"
