layer0_smarts,layer1_smarts,layer2_smarts,layer3_smarts,layer4_smarts
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](-[F,NH2,NH,N+,n+0,o,Cl,N+0,c,CH,CH0,S,CH3,CH2,O,C,N+0H0,s]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](:[c,S,s,O,NH2,NH,N+,n+0,o,F,Cl,N+0,CH,CH0,CH3,CH2,C,N+0H0]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=!@[O,NH2,NH,N+,n+0,o,S,F,N+0,CH,CH0,CH3,CH2,C,c,Cl,N+0H0,s]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=!@[NH2,NH,N+,n+0,o,S,F,Cl,N+0,CH,CH0,CH3,CH2,C,c,N+0H0,s,O]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](:[c,S,s,O,NH2,NH,N+,n+0,o,F,N+0,CH,CH0,CH3,CH2,C,Cl,N+0H0]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=!@[CH3,CH2,C,c,O,N+0H0,s,S,NH2,NH,N+,n+0,o,F,Cl,N+0,CH,CH0]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=!:[n+0,O,s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=@[O,NH2,NH,N+,n+0,o,F,Cl,N+0,c,CH,CH0,S,CH3,CH2,C,N+0H0,s]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](:[o,n+0,F,Cl,N+0,c,CH,CH0,S,CH3,CH2,C,O,N+0H0,s,NH2,NH,N+]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=@[N+0,CH,CH0,CH3,CH2,C,c,Cl,N+0H0,S,s,O,NH2,NH,N+,n+0,o,F]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](:[o,S,n+0,F,N+0,CH,CH0,CH3,CH2,C,c,Cl,N+0H0,s,O,NH2,NH,N+]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](*):1,"[#7+0:1](!=!@[O,N+0H0,s,S,NH2,NH,N+,n+0,o,F,Cl,N+0,c,CH,CH0,CH3,CH2,C]):1:[#6]([#1]):[#6]([#1]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[F,O,N+0H0,NH2,NH,N+,C,S,CH3,CH2,n+0,s,N+0,o,CH,CH0,c,Cl]):[#6](!=!@[CH,CH0]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,o,c,F,N+0H0,C,Cl,S,O,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2]):[#6](!=!:[c]):[#7+0]:[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,S,c,O,N+0H0,NH2,NH,N+,C,Cl,n+0,N+0,o,CH,CH0,F,CH3,CH2]):[#6](-[F]):[#7+0]:[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!:[c,Cl,S,NH2,NH,N+,N+0H0,N+0,O,n+0,CH3,CH2,s,o,CH,CH0,F,C]):[#6](:[s]):[#7+0]:[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[Cl,c,F,O,N+0H0,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,s,N+0,o]):[#6](!=!@[CH,CH0]):[#7+0]:[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[Cl,S,F,O,NH2,NH,N+,C,CH,CH0,CH3,CH2,n+0,s,N+0,o,c,N+0H0]):[#6](!=!:[c]):[#7+0]:[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[o,c,F,N+0H0,C,S,Cl,O,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,s]):[#6](!=!@[S]):[#7+0]:[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,O,N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,s,Cl,N+0,o,c,CH,CH0,F]):[#6](!=!@[S]):[#7+0]:[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,F,O,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,n+0,s,N+0,o,c,Cl]):[#6](!=!:[c]):[#7+0]:[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!:[c,n+0,CH3,CH2,O,s,o,F,N+0H0,C,Cl,S,NH2,NH,N+,N+0,CH,CH0]):[#6](!=!:[c]):[#7+0]:[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[NH2,NH,N+,O,c,n+0,Cl,F,N+0H0,C,CH,CH0,S,CH3,CH2,s,N+0,o]):[#6](!=!@[CH3,CH2]):[#7+0]:[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,N+0,o,c,CH,CH0,S,n+0,O,Cl,F,N+0H0,NH2,NH,N+,C,CH3,CH2]):[#6](:[o]):[#7+0]:[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,n+0,N+0,o,CH,CH0,CH3,CH2,O,s,Cl,c,F,N+0H0,NH2,NH,N+,C]):[#6](!=@[C]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[CH,CH0,F,O,c,n+0,Cl,NH2,NH,N+,N+0H0,C,S,CH3,CH2,s,N+0,o]):[#6](!=!@[N+0H0]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[O,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,n+0,s,N+0,o,S,c,Cl,F]):[#6](!=!@[O]):[#7+0]:[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[CH,CH0,CH3,CH2,n+0,s,Cl,N+0,c,o,F,S,O,N+0H0,NH2,NH,N+,C]):[#6](!=!@[NH2,NH,N+]):[#7+0]:[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,O,s,Cl,o,c,F,N+0H0,C]):[#6](!=@[C]):[#7+0]:[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[CH,CH0,S,n+0,CH3,CH2,O,s,N+0,o,c,N+0H0,Cl,F,NH2,NH,N+,C]):[#6](!=!:[c]):[#7+0]:[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[o,S,F,N+0H0,O,C,Cl,c,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,s]):[#6](!=!@[CH,CH0]):[#7+0]:[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,c,n+0,Cl,o,F,O,NH2,NH,N+,N+0H0,CH3,CH2,s,C,N+0,CH,CH0]):[#6](!=!@[N+0H0]):[#7+0]:[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[O,N+0H0,NH2,NH,N+,C,S,CH3,CH2,n+0,s,N+0,o,CH,CH0,c,Cl,F]):[#6](!=!@[CH,CH0]):[#7+0]:[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,n+0,CH3,CH2,s,N+0,o,N+0H0,O,c,Cl,F,NH2,NH,N+,C,CH,CH0]):[#6](!=@[O]):[#7+0]:[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[CH3,CH2,n+0,s,Cl,N+0,o,c,CH,CH0,F,S,O,N+0H0,NH2,NH,N+,C]):[#6](!=!@[S]):[#7+0]:[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[n+0,CH3,CH2,O,s,o,F,N+0H0,S,Cl,NH2,NH,N+,C,N+0,c,CH,CH0]):[#6](!=!@[NH2,NH,N+]):[#7+0]:[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,c,o,S,F,O,N+0H0,C,Cl,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2]):[#6](!=!@[O]):[#7+0]:[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[C,CH3,CH2,n+0,Cl,N+0,c,o,CH,CH0,F,S,O,s,N+0H0,NH2,NH,N+]):[#6](!=!@[NH2,NH,N+]):[#7+0]:[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[O,NH2,NH,N+,N+0,CH,CH0,S,c,n+0,CH3,CH2,s,Cl,o,F,N+0H0,C]):[#6](:[o]):[#7+0]:[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0,Cl]):[#6](!=!@[O]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,Cl,o,c,F,N+0H0,C,S,O,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2]):[#6](:[o]):[#7+0]:[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[s,o,S,F,N+0H0,O,Cl,c,NH2,NH,N+,C,N+0,CH,CH0,n+0,CH3,CH2]):[#6](!=@[O]):[#7+0]:[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[o,c,CH,CH0,S,n+0,O,Cl,F,N+0H0,NH2,NH,N+,C,CH3,CH2,s,N+0]):[#6](:[o]):[#7+0]:[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[O,s,Cl,c,F,N+0H0,NH2,NH,N+,C,CH3,CH2,S,n+0,N+0,o,CH,CH0]):[#6](:[o]):[#7+0]:[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[Cl,c,O,NH2,NH,N+,C,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,F,N+0H0]):[#6](-[Cl]):[#7+0]:[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[S,n+0,CH3,CH2,s,o,CH,CH0,F,C,c,Cl,O,NH2,NH,N+,N+0H0,N+0]):[#6](:[s]):[#7+0]:[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[CH,CH0,S,CH3,CH2,n+0,s,N+0,o,O,c,Cl,F,N+0H0,NH2,NH,N+,C]):[#6](!=@[S]):[#7+0]:[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](:[c,N+0,o,CH,CH0,F,n+0,Cl,s,S,O,N+0H0,NH2,NH,N+,C,CH3,CH2]):[#6](!=!:[n+0]):[#7+0]:[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[N+0H0,O,C,S,CH3,CH2,n+0,s,N+0,CH,CH0,c,Cl,o,F,NH2,NH,N+]):[#6](!=!@[CH3,CH2]):[#7+0]:[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[Cl,n+0,F,O,N+0H0,C,CH,CH0,S,CH3,CH2,s,c,N+0,o,NH2,NH,N+]):[#6](!=!@[CH3,CH2]):[#7+0]:[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[O,N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,s,N+0,o,c,CH,CH0,F,S,Cl]):[#6](-[F]):[#7+0]:[#6](!=!@[O,CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!:[c,S,n+0,CH3,CH2,s,o,F,N+0H0,O,Cl,NH2,NH,N+,C,N+0,CH,CH0]):[#6](!=@[O]):[#7+0]:[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=@[N+0,o,c,F,N+0H0,Cl,S,O,NH2,NH,N+,C,CH,CH0,n+0,CH3,CH2,s]):[#6](-[F]):[#7+0]:[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[Cl,S,O,NH2,NH,N+,N+0,CH,CH0,c,n+0,CH3,CH2,s,o,F,N+0H0,C]):[#6](!=!:[c]):[#7+0]:[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](-[F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,c,N+0H0,Cl]):[#6](!=!:[c]):[#7+0]:[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1](*):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,[#7+0:1]([#1]):1:[#6](*):[#6](*):[#7+0]:[#6](*):1,"[#7+0:1]([#1]):1:[#6](!=!@[O,c,S,n+0,Cl,F,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,s,N+0,o]):[#6](!=!@[O]):[#7+0]:[#6](:[n+0,CH3,CH2,c]):1"
